app_key,query_name,trackId,bundleId,trackName,sellerName,primaryGenreName,countries_found,score_total,score_breakdown
ルナルナ　体温ノート,ルナルナ　体温ノート,1583545977,jp.co.poppop.BodyTemperature,体温メモリー - 1日数秒で簡単体温管理,hidehiko aihara,Medical,GB,43.23529411764706,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 40.23529411764706, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 43.23529411764706}"
フェミン,フェミン,1600815730,com.nakashin.CafeTachinuApp,カフェイン禁止タイマー - 頭痛・睡眠・うつ病を改善！,"NAKASHIN, K.K.",Health & Fitness,JP,70.5,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 67.5, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 70.5}"
フェミン,フェミン,6444240484,com.mazzystar.Benect,フェードアウト ホワイトノイズ - Benect,Yeonni Lee,Health & Fitness,JP,63.00000000000001,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 60.00000000000001, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 63.00000000000001}"
フェミン,フェミン,1176648340,org.offline-maps.country.faroeislands,フェロー諸島,OFFLINE MAP TRIP GUIDE LTD,Travel,JP,60.00000000000001,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 60.00000000000001, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 60.00000000000001}"
フェミン,フェミン,1522621429,mobi.cocorin.cocorin,農家民宿カフェ　coco-Rin,YUKI KUME,Food & Drink,JP,57.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 57.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 57.0}"
フェミン,フェミン,1496343582,com.redhotlime.wn,"ホワイトノイズ, 睡眠 アプリ 音フェチリラックス",Victor Lavrentyev,Health & Fitness,JP,48.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 45.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 48.0}"
生理カレンダー,生理カレンダー,1638035939,com.ssk.BodyTemperatureRecordingCalendarForWatch.BodyTemperatureRecordingCalendarForWatch,体温記録カレンダー for Watch,Tomohiro Sasaki,Health & Fitness,GB,74.25,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 71.25, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 74.25}"
生理カレンダー,生理カレンダー,1639482565,com.ssk.BloodPressureAppForWatch,血圧記録カレンダー for Watch,Tomohiro Sasaki,Health & Fitness,GB,74.25,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 71.25, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 74.25}"
生理カレンダー,生理カレンダー,1634354131,com.ssk.BodyTemperatureRecordingCalendar,体温記録カレンダー,Tomohiro Sasaki,Health & Fitness,GB,65.5,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 62.5, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 65.5}"
生理カレンダー,生理カレンダー,1314105758,jp.co.eversense.michiru,基礎体温も管理できる生理管理アプリ-ミチル(michiru),"EVER SENSE, INC.",Health & Fitness,GB,28.71428571428571,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 25.71428571428571, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 28.71428571428571}"
生理カレンダー,生理カレンダー,1032666232,dev.distudio.rythemcare,超じぶん管理「リズムケア」,Yasuo Shiohata,Health & Fitness,GB,16.846153846153847,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 13.846153846153847, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 16.846153846153847}"
Glow,Glow,638021335,com.upwlabs.emma,Glow Ovulation & Period App,"Glow, Inc.",Health & Fitness,JP,95.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 90.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 95.0}"
Glow,Glow,346453382,com.natenai.glowhockeylite,Glow Hockey 2L,Ariya Studio Company Limited,Games,JP,92.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 90.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 92.0}"
Glow,Glow,1560604814,com.floatingislandapps.grow,GrowPal: 健康の身近なパートナー,"Hangzhou Floating Island Technology Co., Ltd.",Health & Fitness,JP,70.5,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 67.5, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 70.5}"
Glow,Glow,6670250360,jp.co.rakuten-sec.shisankeisei,iGrow - 楽天証券の資産づくりアプリ,"Rakuten Securities, Inc.",Finance,JP,67.5,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 67.5, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 67.5}"
Glow,Glow,1562817072,com.vincentb.MobControl,Mob Control,Voodoo,Games,JP,42.75,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 42.75, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 42.75}"
Period Tracker,Period Tracker,1579369864,com.period-tracker.lifeplus,Period Tracker ⋆,LIFEPLUS HEALTH LTD,Health & Fitness,GB,98.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 95.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 98.0}"
Period Tracker,Period Tracker,720796332,com.sevenlogics.PeriodTracker,Period Tracker ‎,"Sevenlogics, Inc.",Health & Fitness,GB,98.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 95.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 98.0}"
Period Tracker,Period Tracker,1499664504,periodtracker.app,Period Tracker ·,Luni,Health & Fitness,GB,98.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 95.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 98.0}"
Period Tracker,Period Tracker,330376830,com.gpapps.ptrackerlite,Period Tracker by GP Apps,GP International LLC,Health & Fitness,GB,95.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 90.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 95.0}"
Period Tracker,Period Tracker,1459096552,com.neiman.periodtracker,Period Tracker My Cycle,Aleksei Neiman,Health & Fitness,GB,95.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 90.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 95.0}"
Embie,Embie,6743631802,com.emby.notes,EmbyNotes,Yasar Erkan,Book,GB,67.5,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 67.5, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 67.5}"
Embie,Embie,992180193,com.emby.mobile,Emby,Embi LLC,Entertainment,GB,66.66666666666667,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 66.66666666666667, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 66.66666666666667}"
Embie,Embie,6449966958,wan.long.temby,Temby-Emby Client,万龙 唐,Entertainment,GB,57.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 57.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 57.0}"
Embie,Embie,1605815982,com.schrafts2.pixel.fertility,Pixel Care,Schraft's 2.0 LLC,Medical,GB,43.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 40.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 43.0}"
Embie,Embie,6621243955,com.magicgroot.gooby,Reflix - Smart Aggreg. Client,晶晶 许,Entertainment,GB,40.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 40.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 40.0}"
BabyCenter,BabyCenter,386022579,com.babycenter.mypregnancytoday,BabyCentre - Pregnancy tracker,"Everyday Health, Inc.",Medical,GB,88.26315789473685,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 85.26315789473685, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 88.26315789473685}"
BabyCenter,BabyCenter,1588881488,com.pregnancyc.contraction,Newborn Tracker & Baby Center,25 Degrees Apps LLC,Health & Fitness,GB,84.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 81.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 84.0}"
BabyCenter,BabyCenter,560102929,com.bounty.pregnancy,Bounty: Pregnancy and Baby App,Bounty Joy Limited,Health & Fitness,GB,54.300000000000004,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 51.300000000000004, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 54.300000000000004}"
BabyCenter,BabyCenter,289560144,com.ryanbond.PregnancyTracker,Pregnancy & Baby Tracker - WTE,"Everyday Health, Inc.",Medical,GB,54.300000000000004,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 51.300000000000004, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 54.300000000000004}"
BabyCenter,BabyCenter,1570525877,com.teamterrible.thebabyinyellow,The Baby In Yellow,Team Terrible Limited,Games,GB,54.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 54.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 54.0}"
コウノトリ,コウノトリ,1463017487,jp.co.planex.oviewjp,コウノトリ(女性用),Planex Communication Inc.,Lifestyle,JP,92.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 90.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 92.0}"
コウノトリ,コウノトリ,1463016981,jp.co.planex.oviewmjp,コウノトリ（男性用）,Planex Communication Inc.,Lifestyle,JP,92.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 90.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 92.0}"
コウノトリ,コウノトリ,1365350823,jp.ac.utokyo.iis.iKonotori,コウノトリくん,Masaki Yasukawa,Education,JP,92.0,"{""startswith"": 92.0, ""contains"": 88.0, ""fuzzy"": 83.33333333333334, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 92.0}"
コウノトリ,コウノトリ,1501112518,com.amanefactory.konotoki,コノトキ - 妊娠のために基礎体温、生理で排卵日予測,amane factory inc.,Health & Fitness,JP,70.5,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 67.5, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 70.5}"
コウノトリ,コウノトリ,641423096,jp.co.mti.bbt,ルナルナ 体温ノート,MTI Ltd.,Health & Fitness,JP,48.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 45.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 3.0, ""total"": 48.0}"
eggs LAB,eggs LAB,639236302,com.winprogger.ios.homeinventory.lite,Nest Egg - Inventory Lite,"Nest Egg Labs, Inc",Utilities,GB;JP,45.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 45.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 45.0}"
eggs LAB,eggs LAB,431188993,com.winprogger.ios.homeinventory,Nest Egg - Inventory,"Nest Egg Labs, Inc",Utilities,GB;JP,45.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 45.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 45.0}"
eggs LAB,eggs LAB,977831925,com.winprogger.ios.businessinventory,Nest Egg - Inventory In Cloud,"Nest Egg Labs, Inc",Business,GB;JP,45.0,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 45.0, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 45.0}"
eggs LAB,eggs LAB,1207563841,edu.cornell.birds.nestwatchmobile,NestWatch by the Cornell Lab,Cornell University,Education,GB;JP,42.75,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 42.75, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 42.75}"
eggs LAB,eggs LAB,413996851,com.riseuplabs.PanoramaWallpapers,Easter Pictures & Easter Images HD,Rise Up Labs,Lifestyle,GB;JP,41.53846153846154,"{""startswith"": 0.0, ""contains"": 0.0, ""fuzzy"": 41.53846153846154, ""dev_bonus"": 0.0, ""bundle_bonus"": 0.0, ""genre_bonus"": 0.0, ""total"": 41.53846153846154}"
